,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hour_time
14323,14324,2012-08-25,fall,1,8,0,0,6,0,Mist,28.7,32.574999999999996,61.0,0.0,21,114,135,Afternoon
14324,14325,2012-08-25,fall,1,8,1,0,6,0,Mist,27.880000000000003,31.819999999999997,69.0,0.0,15,100,115,Afternoon
14325,14326,2012-08-25,fall,1,8,2,0,6,0,Mist,27.060000000000002,31.06,74.0,6.0032,18,61,79,Afternoon
14326,14327,2012-08-25,fall,1,8,3,0,6,0,Clear,27.060000000000002,31.06,69.0,6.0032,7,31,38,Afternoon
14327,14328,2012-08-25,fall,1,8,4,0,6,0,Mist,27.060000000000002,31.06,69.0,7.0015,3,9,12,Afternoon
14328,14329,2012-08-25,fall,1,8,5,0,6,0,Mist,26.240000000000002,30.305,73.0,11.0014,4,10,14,Morning
14329,14330,2012-08-25,fall,1,8,6,0,6,0,Mist,26.240000000000002,29.544999999999998,78.0,11.0014,5,25,30,Morning
14330,14331,2012-08-25,fall,1,8,7,0,6,0,Mist,26.240000000000002,29.544999999999998,78.0,12.998000000000001,14,88,102,Morning
14331,14332,2012-08-25,fall,1,8,8,0,6,0,Mist,27.060000000000002,31.06,74.0,16.997899999999998,29,133,162,Morning
14332,14333,2012-08-25,fall,1,8,9,0,6,0,Mist,27.880000000000003,31.819999999999997,69.0,19.0012,60,228,288,Morning
14333,14334,2012-08-25,fall,1,8,10,0,6,0,Mist,28.7,32.574999999999996,65.0,19.999499999999998,148,294,442,Morning
14334,14335,2012-08-25,fall,1,8,11,0,6,0,Mist,29.52,34.089999999999996,62.0,19.0012,143,314,457,Morning
14335,14336,2012-08-25,fall,1,8,12,0,6,0,Light Snow,29.52,33.335,54.0,26.0027,217,367,584,Morning
14336,14337,2012-08-25,fall,1,8,13,0,6,0,Mist,29.52,33.335,51.0,23.9994,186,331,517,Afternoon
14337,14338,2012-08-25,fall,1,8,14,0,6,0,Light Snow,27.060000000000002,31.06,65.0,16.997899999999998,150,332,482,Afternoon
14338,14339,2012-08-25,fall,1,8,15,0,6,0,Mist,26.240000000000002,30.305,73.0,22.0028,79,154,233,Afternoon
14339,14340,2012-08-25,fall,1,8,16,0,6,0,Mist,27.060000000000002,31.06,74.0,19.999499999999998,174,260,434,Afternoon
14340,14341,2012-08-25,fall,1,8,17,0,6,0,Mist,27.060000000000002,31.06,74.0,22.0028,132,271,403,Evening
14341,14342,2012-08-25,fall,1,8,18,0,6,0,Mist,27.060000000000002,31.06,69.0,31.0009,122,261,383,Evening
14342,14343,2012-08-25,fall,1,8,19,0,6,0,Mist,26.240000000000002,29.544999999999998,78.0,19.999499999999998,97,257,354,Evening
14343,14344,2012-08-25,fall,1,8,20,0,6,0,Light Snow,25.419999999999998,28.79,83.0,16.997899999999998,65,176,241,Evening
14344,14345,2012-08-25,fall,1,8,21,0,6,0,Clear,25.419999999999998,28.79,83.0,23.9994,60,148,208,Evening
14345,14346,2012-08-25,fall,1,8,22,0,6,0,Clear,25.419999999999998,28.79,83.0,23.9994,46,136,182,Night
14346,14347,2012-08-25,fall,1,8,23,0,6,0,Mist,25.419999999999998,28.79,83.0,16.997899999999998,34,124,158,Night
14347,14348,2012-08-26,fall,1,8,0,0,0,0,Clear,26.240000000000002,28.79,89.0,16.997899999999998,23,111,134,Afternoon
14348,14349,2012-08-26,fall,1,8,1,0,0,0,Clear,26.240000000000002,28.79,89.0,12.998000000000001,18,116,134,Afternoon
14349,14350,2012-08-26,fall,1,8,2,0,0,0,Mist,26.240000000000002,28.79,89.0,15.001299999999999,12,104,116,Afternoon
14350,14351,2012-08-26,fall,1,8,3,0,0,0,Mist,26.240000000000002,28.79,89.0,16.997899999999998,11,42,53,Afternoon
14351,14352,2012-08-26,fall,1,8,4,0,0,0,Mist,26.240000000000002,28.79,89.0,12.998000000000001,5,11,16,Afternoon
14352,14353,2012-08-26,fall,1,8,5,0,0,0,Clear,26.240000000000002,28.79,89.0,12.998000000000001,3,13,16,Morning
14353,14354,2012-08-26,fall,1,8,6,0,0,0,Clear,25.419999999999998,28.03,88.0,19.999499999999998,5,16,21,Morning
14354,14355,2012-08-26,fall,1,8,7,0,0,0,Clear,26.240000000000002,28.79,89.0,12.998000000000001,11,23,34,Morning
14355,14356,2012-08-26,fall,1,8,8,0,0,0,Clear,27.880000000000003,31.819999999999997,79.0,19.0012,21,112,133,Morning
14356,14357,2012-08-26,fall,1,8,9,0,0,0,Clear,27.880000000000003,31.819999999999997,79.0,16.997899999999998,67,196,263,Morning
14357,14358,2012-08-26,fall,1,8,10,0,0,0,Clear,30.34,34.849999999999994,66.0,26.0027,127,258,385,Morning
14358,14359,2012-08-26,fall,1,8,11,0,0,0,Clear,30.34,34.849999999999994,66.0,23.9994,150,332,482,Morning
14359,14360,2012-08-26,fall,1,8,12,0,0,0,Light Snow,29.52,34.849999999999994,74.0,23.9994,225,401,626,Morning
14360,14361,2012-08-26,fall,1,8,13,0,0,0,Light Snow,27.060000000000002,30.305,78.0,27.999299999999998,166,375,541,Afternoon
14361,14362,2012-08-26,fall,1,8,14,0,0,0,Clear,26.240000000000002,28.79,89.0,7.0015,125,252,377,Afternoon
14362,14363,2012-08-26,fall,1,8,15,0,0,0,Light Snow,26.240000000000002,28.79,89.0,19.0012,132,259,391,Afternoon
14363,14364,2012-08-26,fall,1,8,16,0,0,0,Light Snow,26.240000000000002,28.79,89.0,19.0012,57,116,173,Afternoon
14364,14365,2012-08-26,fall,1,8,17,0,0,0,Clear,26.240000000000002,28.79,89.0,15.001299999999999,61,172,233,Evening
14365,14366,2012-08-26,fall,1,8,18,0,0,0,Mist,26.240000000000002,28.79,89.0,6.0032,77,187,264,Evening
14366,14367,2012-08-26,fall,1,8,19,0,0,0,Mist,26.240000000000002,28.79,89.0,11.0014,80,212,292,Evening
14367,14368,2012-08-26,fall,1,8,20,0,0,0,Clear,26.240000000000002,28.79,89.0,11.0014,40,171,211,Evening
14368,14369,2012-08-26,fall,1,8,21,0,0,0,Clear,26.240000000000002,28.79,83.0,8.9981,26,140,166,Evening
14369,14370,2012-08-26,fall,1,8,22,0,0,0,Clear,25.419999999999998,28.03,88.0,6.0032,20,94,114,Night
14370,14371,2012-08-26,fall,1,8,23,0,0,0,Clear,25.419999999999998,28.79,83.0,6.0032,21,59,80,Night
14371,14372,2012-08-27,fall,1,8,0,0,1,1,Clear,25.419999999999998,28.79,83.0,0.0,4,28,32,Afternoon
14372,14373,2012-08-27,fall,1,8,1,0,1,1,Clear,25.419999999999998,28.03,88.0,6.0032,3,4,7,Afternoon
14373,14374,2012-08-27,fall,1,8,2,0,1,1,Clear,25.419999999999998,28.03,88.0,8.9981,0,8,8,Afternoon
14374,14375,2012-08-27,fall,1,8,3,0,1,1,Clear,25.419999999999998,28.03,88.0,6.0032,1,3,4,Afternoon
14375,14376,2012-08-27,fall,1,8,4,0,1,1,Clear,25.419999999999998,28.79,83.0,0.0,1,11,12,Afternoon
14376,14377,2012-08-27,fall,1,8,5,0,1,1,Clear,25.419999999999998,28.03,88.0,0.0,4,32,36,Morning
14377,14378,2012-08-27,fall,1,8,6,0,1,1,Clear,25.419999999999998,28.03,88.0,0.0,4,141,145,Morning
14378,14379,2012-08-27,fall,1,8,7,0,1,1,Clear,27.060000000000002,30.305,83.0,0.0,15,418,433,Morning
14379,14380,2012-08-27,fall,1,8,8,0,1,1,Clear,27.060000000000002,30.305,83.0,6.0032,29,670,699,Morning
14380,14381,2012-08-27,fall,1,8,9,0,1,1,Clear,27.060000000000002,30.305,83.0,7.0015,40,302,342,Morning
14381,14382,2012-08-27,fall,1,8,10,0,1,1,Clear,29.52,34.849999999999994,74.0,8.9981,63,143,206,Morning
14382,14383,2012-08-27,fall,1,8,11,0,1,1,Clear,30.34,34.849999999999994,66.0,12.998000000000001,47,182,229,Morning
14383,14384,2012-08-27,fall,1,8,12,0,1,1,Clear,31.16,35.605,62.0,0.0,69,214,283,Morning
14384,14385,2012-08-27,fall,1,8,13,0,1,1,Clear,31.16,35.605,56.99999999999999,11.0014,77,211,288,Afternoon
14385,14386,2012-08-27,fall,1,8,14,0,1,1,Clear,32.800000000000004,37.12,49.0,6.0032,66,180,246,Afternoon
14386,14387,2012-08-27,fall,1,8,15,0,1,1,Clear,32.800000000000004,37.88,55.00000000000001,19.999499999999998,77,205,282,Afternoon
14387,14388,2012-08-27,fall,1,8,16,0,1,1,Clear,32.800000000000004,37.88,55.00000000000001,16.997899999999998,77,367,444,Afternoon
14388,14389,2012-08-27,fall,1,8,17,0,1,1,Clear,32.800000000000004,36.364999999999995,46.0,15.001299999999999,101,744,845,Evening
14389,14390,2012-08-27,fall,1,8,18,0,1,1,Clear,31.98,35.605,52.0,16.997899999999998,83,751,834,Evening
14390,14391,2012-08-27,fall,1,8,19,0,1,1,Clear,30.34,34.849999999999994,70.0,15.001299999999999,74,499,573,Evening
14391,14392,2012-08-27,fall,1,8,20,0,1,1,Clear,30.34,34.849999999999994,70.0,12.998000000000001,50,366,416,Evening
14392,14393,2012-08-27,fall,1,8,21,0,1,1,Clear,29.52,34.849999999999994,74.0,12.998000000000001,39,239,278,Evening
14393,14394,2012-08-27,fall,1,8,22,0,1,1,Clear,28.7,33.335,84.0,12.998000000000001,30,131,161,Night
14394,14395,2012-08-27,fall,1,8,23,0,1,1,Clear,28.7,33.335,84.0,11.0014,35,79,114,Night
14395,14396,2012-08-28,fall,1,8,0,0,2,1,Clear,28.7,33.335,84.0,16.997899999999998,9,29,38,Afternoon
14396,14397,2012-08-28,fall,1,8,1,0,2,1,Clear,27.880000000000003,31.819999999999997,89.0,12.998000000000001,4,17,21,Afternoon
14397,14398,2012-08-28,fall,1,8,2,0,2,1,Clear,27.880000000000003,31.819999999999997,83.0,16.997899999999998,2,13,15,Afternoon
14398,14399,2012-08-28,fall,1,8,3,0,2,1,Clear,27.060000000000002,29.544999999999998,89.0,8.9981,0,4,4,Afternoon
14399,14400,2012-08-28,fall,1,8,4,0,2,1,Clear,27.060000000000002,30.305,83.0,8.9981,2,6,8,Afternoon
14400,14401,2012-08-28,fall,1,8,5,0,2,1,Mist,27.060000000000002,30.305,83.0,6.0032,3,39,42,Morning
14401,14402,2012-08-28,fall,1,8,6,0,2,1,Mist,27.060000000000002,29.544999999999998,89.0,7.0015,3,144,147,Morning
14402,14403,2012-08-28,fall,1,8,7,0,2,1,Mist,27.060000000000002,30.305,83.0,7.0015,14,255,269,Morning
14403,14404,2012-08-28,fall,1,8,8,0,2,1,Mist,27.060000000000002,31.06,85.0,7.0015,25,668,693,Morning
14404,14405,2012-08-28,fall,1,8,9,0,2,1,Mist,28.7,33.335,79.0,11.0014,44,351,395,Morning
14405,14406,2012-08-28,fall,1,8,10,0,2,1,Clear,30.34,34.089999999999996,62.0,16.997899999999998,39,165,204,Morning
14406,14407,2012-08-28,fall,1,8,11,0,2,1,Clear,31.98,36.364999999999995,55.00000000000001,16.997899999999998,47,171,218,Morning
14407,14408,2012-08-28,fall,1,8,12,0,2,1,Clear,32.800000000000004,37.12,49.0,19.0012,56,241,297,Morning
14408,14409,2012-08-28,fall,1,8,13,0,2,1,Clear,33.62,37.12,43.0,19.999499999999998,56,232,288,Afternoon
14409,14410,2012-08-28,fall,1,8,14,0,2,1,Clear,34.44,37.12,38.0,22.0028,72,179,251,Afternoon
14410,14411,2012-08-28,fall,1,8,15,0,2,1,Clear,33.62,36.364999999999995,34.0,19.999499999999998,59,258,317,Afternoon
14411,14412,2012-08-28,fall,1,8,16,0,2,1,Clear,33.62,35.605,33.0,22.0028,84,396,480,Afternoon
14412,14413,2012-08-28,fall,1,8,17,0,2,1,Clear,32.800000000000004,34.849999999999994,35.0,26.0027,90,774,864,Evening
14413,14414,2012-08-28,fall,1,8,18,0,2,1,Clear,31.98,34.849999999999994,40.0,16.997899999999998,82,736,818,Evening
14414,14415,2012-08-28,fall,1,8,19,0,2,1,Clear,30.34,33.335,45.0,11.0014,82,515,597,Evening
14415,14416,2012-08-28,fall,1,8,20,0,2,1,Clear,29.52,33.335,48.0,7.0015,87,348,435,Evening
14416,14417,2012-08-28,fall,1,8,21,0,2,1,Clear,29.52,33.335,48.0,6.0032,38,276,314,Evening
14417,14418,2012-08-28,fall,1,8,22,0,2,1,Clear,28.7,32.574999999999996,54.0,0.0,20,196,216,Night
14418,14419,2012-08-28,fall,1,8,23,0,2,1,Clear,27.880000000000003,31.819999999999997,56.99999999999999,0.0,17,92,109,Night
14419,14420,2012-08-29,fall,1,8,0,0,3,1,Clear,27.060000000000002,31.06,69.0,0.0,8,39,47,Afternoon
14420,14421,2012-08-29,fall,1,8,1,0,3,1,Clear,26.240000000000002,30.305,69.0,8.9981,2,12,14,Afternoon
14421,14422,2012-08-29,fall,1,8,2,0,3,1,Clear,25.419999999999998,29.544999999999998,73.0,8.9981,2,4,6,Afternoon
14422,14423,2012-08-29,fall,1,8,3,0,3,1,Clear,25.419999999999998,29.544999999999998,73.0,7.0015,0,9,9,Afternoon
14423,14424,2012-08-29,fall,1,8,4,0,3,1,Clear,24.599999999999998,29.544999999999998,73.0,15.001299999999999,2,8,10,Afternoon
14424,14425,2012-08-29,fall,1,8,5,0,3,1,Clear,24.599999999999998,29.544999999999998,73.0,12.998000000000001,3,37,40,Morning
14425,14426,2012-08-29,fall,1,8,6,0,3,1,Clear,24.599999999999998,29.544999999999998,73.0,12.998000000000001,6,175,181,Morning
14426,14427,2012-08-29,fall,1,8,7,0,3,1,Clear,26.240000000000002,30.305,65.0,6.0032,23,531,554,Morning
14427,14428,2012-08-29,fall,1,8,8,0,3,1,Clear,27.060000000000002,31.06,61.0,11.0014,28,780,808,Morning
14428,14429,2012-08-29,fall,1,8,9,0,3,1,Clear,28.7,32.574999999999996,51.0,12.998000000000001,40,308,348,Morning
14429,14430,2012-08-29,fall,1,8,10,0,3,1,Clear,29.52,33.335,48.0,11.0014,34,144,178,Morning
14430,14431,2012-08-29,fall,1,8,11,0,3,1,Clear,29.52,32.574999999999996,45.0,0.0,67,186,253,Morning
14431,14432,2012-08-29,fall,1,8,12,0,3,1,Clear,31.16,34.089999999999996,40.0,0.0,79,281,360,Morning
14432,14433,2012-08-29,fall,1,8,13,0,3,1,Clear,30.34,33.335,42.0,0.0,68,232,300,Afternoon
14433,14434,2012-08-29,fall,1,8,14,0,3,1,Clear,31.16,34.089999999999996,40.0,6.0032,87,214,301,Afternoon
14434,14435,2012-08-29,fall,1,8,15,0,3,1,Clear,31.16,34.089999999999996,40.0,12.998000000000001,96,242,338,Afternoon
14435,14436,2012-08-29,fall,1,8,16,0,3,1,Clear,31.16,33.335,37.0,8.9981,104,389,493,Afternoon
14436,14437,2012-08-29,fall,1,8,17,0,3,1,Clear,31.98,34.089999999999996,35.0,15.001299999999999,108,762,870,Evening
14437,14438,2012-08-29,fall,1,8,18,0,3,1,Clear,30.34,33.335,42.0,11.0014,119,693,812,Evening
14438,14439,2012-08-29,fall,1,8,19,0,3,1,Clear,28.7,32.574999999999996,54.0,12.998000000000001,120,523,643,Evening
14439,14440,2012-08-29,fall,1,8,20,0,3,1,Clear,27.880000000000003,31.819999999999997,56.99999999999999,0.0,49,378,427,Evening
14440,14441,2012-08-29,fall,1,8,21,0,3,1,Clear,27.060000000000002,31.06,54.0,7.0015,48,265,313,Evening
14441,14442,2012-08-29,fall,1,8,22,0,3,1,Clear,27.060000000000002,31.06,54.0,0.0,50,185,235,Night
14442,14443,2012-08-29,fall,1,8,23,0,3,1,Clear,27.060000000000002,31.06,56.99999999999999,0.0,34,123,157,Night
14443,14444,2012-08-30,fall,1,8,0,0,4,1,Clear,26.240000000000002,30.305,69.0,0.0,14,51,65,Afternoon
14444,14445,2012-08-30,fall,1,8,1,0,4,1,Clear,26.240000000000002,30.305,65.0,0.0,6,17,23,Afternoon
14445,14446,2012-08-30,fall,1,8,2,0,4,1,Clear,25.419999999999998,29.544999999999998,73.0,0.0,3,14,17,Afternoon
14446,14447,2012-08-30,fall,1,8,3,0,4,1,Clear,25.419999999999998,29.544999999999998,73.0,0.0,0,5,5,Afternoon
14447,14448,2012-08-30,fall,1,8,4,0,4,1,Clear,25.419999999999998,29.544999999999998,73.0,0.0,4,4,8,Afternoon
14448,14449,2012-08-30,fall,1,8,5,0,4,1,Clear,25.419999999999998,29.544999999999998,73.0,0.0,2,33,35,Morning
14449,14450,2012-08-30,fall,1,8,6,0,4,1,Clear,24.599999999999998,28.03,83.0,11.0014,8,155,163,Morning
14450,14451,2012-08-30,fall,1,8,7,0,4,1,Clear,26.240000000000002,30.305,73.0,0.0,31,501,532,Morning
14451,14452,2012-08-30,fall,1,8,8,0,4,1,Clear,27.060000000000002,31.06,65.0,0.0,53,701,754,Morning
14452,14453,2012-08-30,fall,1,8,9,0,4,1,Clear,28.7,32.574999999999996,57.99999999999999,0.0,57,339,396,Morning
14453,14454,2012-08-30,fall,1,8,10,0,4,1,Clear,29.52,33.335,54.0,0.0,73,161,234,Morning
14454,14455,2012-08-30,fall,1,8,11,0,4,1,Clear,31.16,34.089999999999996,40.0,6.0032,85,191,276,Morning
14455,14456,2012-08-30,fall,1,8,12,0,4,1,Clear,31.16,34.089999999999996,45.0,8.9981,73,221,294,Morning
14456,14457,2012-08-30,fall,1,8,13,0,4,1,Clear,31.16,34.089999999999996,48.0,7.0015,76,214,290,Afternoon
14457,14458,2012-08-30,fall,1,8,14,0,4,1,Clear,31.16,34.089999999999996,48.0,8.9981,74,199,273,Afternoon
14458,14459,2012-08-30,fall,1,8,15,0,4,1,Clear,32.800000000000004,36.364999999999995,46.0,11.0014,99,239,338,Afternoon
14459,14460,2012-08-30,fall,1,8,16,0,4,1,Clear,32.800000000000004,36.364999999999995,43.0,11.0014,77,405,482,Afternoon
14460,14461,2012-08-30,fall,1,8,17,0,4,1,Clear,33.62,36.364999999999995,34.0,15.001299999999999,93,751,844,Evening
14461,14462,2012-08-30,fall,1,8,18,0,4,1,Clear,32.800000000000004,35.605,38.0,8.9981,109,744,853,Evening
14462,14463,2012-08-30,fall,1,8,19,0,4,1,Clear,31.16,34.089999999999996,48.0,8.9981,78,532,610,Evening
14463,14464,2012-08-30,fall,1,8,20,0,4,1,Clear,30.34,34.089999999999996,57.99999999999999,11.0014,68,403,471,Evening
14464,14465,2012-08-30,fall,1,8,21,0,4,1,Clear,29.52,34.089999999999996,66.0,8.9981,32,275,307,Evening
14465,14466,2012-08-30,fall,1,8,22,0,4,1,Clear,28.7,32.574999999999996,70.0,0.0,38,253,291,Night
14466,14467,2012-08-30,fall,1,8,23,0,4,1,Clear,28.7,33.335,74.0,7.0015,19,133,152,Night
14467,14468,2012-08-31,fall,1,8,0,0,5,1,Clear,27.880000000000003,31.819999999999997,83.0,11.0014,13,69,82,Afternoon
14468,14469,2012-08-31,fall,1,8,1,0,5,1,Clear,27.880000000000003,31.819999999999997,83.0,11.0014,8,24,32,Afternoon
14469,14470,2012-08-31,fall,1,8,2,0,5,1,Clear,27.060000000000002,29.544999999999998,89.0,8.9981,9,11,20,Afternoon
14470,14471,2012-08-31,fall,1,8,3,0,5,1,Clear,27.060000000000002,29.544999999999998,89.0,7.0015,3,2,5,Afternoon
14471,14472,2012-08-31,fall,1,8,4,0,5,1,Clear,26.240000000000002,28.79,89.0,8.9981,0,7,7,Afternoon
14472,14473,2012-08-31,fall,1,8,5,0,5,1,Clear,26.240000000000002,28.79,89.0,11.0014,2,27,29,Morning
14473,14474,2012-08-31,fall,1,8,6,0,5,1,Mist,26.240000000000002,28.79,89.0,11.0014,7,101,108,Morning
14474,14475,2012-08-31,fall,1,8,7,0,5,1,Mist,26.240000000000002,28.79,89.0,6.0032,21,400,421,Morning
14475,14476,2012-08-31,fall,1,8,8,0,5,1,Mist,28.7,33.335,74.0,0.0,36,654,690,Morning
14476,14477,2012-08-31,fall,1,8,9,0,5,1,Clear,30.34,34.849999999999994,70.0,0.0,61,337,398,Morning
14477,14478,2012-08-31,fall,1,8,10,0,5,1,Clear,31.16,35.605,62.0,6.0032,59,197,256,Morning
14478,14479,2012-08-31,fall,1,8,11,0,5,1,Clear,35.26,37.12,28.000000000000004,19.999499999999998,88,221,309,Morning
14479,14480,2012-08-31,fall,1,8,12,0,5,1,Clear,35.26,37.12,26.0,16.997899999999998,120,290,410,Morning
14480,14481,2012-08-31,fall,1,8,13,0,5,1,Clear,36.08,37.88,27.0,22.0028,97,271,368,Afternoon
14481,14482,2012-08-31,fall,1,8,14,0,5,1,Clear,36.9,38.635000000000005,25.0,15.001299999999999,112,324,436,Afternoon
14482,14483,2012-08-31,fall,1,8,15,0,5,1,Clear,36.9,39.395,27.0,19.999499999999998,109,417,526,Afternoon
14483,14484,2012-08-31,fall,1,8,16,0,5,1,Clear,36.9,39.395,27.0,16.997899999999998,111,417,528,Afternoon
14484,14485,2012-08-31,fall,1,8,17,0,5,1,Clear,36.08,38.635000000000005,32.0,11.0014,129,488,617,Evening
14485,14486,2012-08-31,fall,1,8,18,0,5,1,Clear,35.26,37.88,36.0,16.997899999999998,87,459,546,Evening
14486,14487,2012-08-31,fall,1,8,19,0,5,1,Clear,32.800000000000004,37.12,49.0,8.9981,91,361,452,Evening
14487,14488,2012-08-31,fall,1,8,20,0,5,1,Clear,32.800000000000004,37.12,49.0,8.9981,102,254,356,Evening
14488,14489,2012-08-31,fall,1,8,21,0,5,1,Clear,31.16,35.605,57.99999999999999,12.998000000000001,71,232,303,Evening
14489,14490,2012-08-31,fall,1,8,22,0,5,1,Clear,31.16,35.605,57.99999999999999,12.998000000000001,65,212,277,Night
14490,14491,2012-08-31,fall,1,8,23,0,5,1,Clear,30.34,34.089999999999996,62.0,7.0015,32,142,174,Night
14491,14492,2012-09-01,fall,1,9,0,0,6,0,Clear,30.34,34.089999999999996,62.0,7.0015,22,146,168,Afternoon
14492,14493,2012-09-01,fall,1,9,1,0,6,0,Clear,29.52,34.849999999999994,74.0,8.9981,11,68,79,Afternoon
14493,14494,2012-09-01,fall,1,9,2,0,6,0,Clear,28.7,32.574999999999996,70.0,11.0014,8,61,69,Afternoon
14494,14495,2012-09-01,fall,1,9,3,0,6,0,Clear,28.7,32.574999999999996,70.0,7.0015,6,29,35,Afternoon
14495,14496,2012-09-01,fall,1,9,4,0,6,0,Clear,28.7,32.574999999999996,70.0,0.0,3,9,12,Afternoon
14496,14497,2012-09-01,fall,1,9,5,0,6,0,Clear,27.880000000000003,31.819999999999997,79.0,0.0,2,20,22,Morning
14497,14498,2012-09-01,fall,1,9,6,0,6,0,Clear,27.880000000000003,31.819999999999997,79.0,0.0,13,23,36,Morning
14498,14499,2012-09-01,fall,1,9,7,0,6,0,Mist,30.34,34.089999999999996,57.99999999999999,8.9981,8,58,66,Morning
14499,14500,2012-09-01,fall,1,9,8,0,6,0,Mist,31.16,35.605,57.99999999999999,16.997899999999998,28,134,162,Morning
14500,14501,2012-09-01,fall,1,9,9,0,6,0,Mist,31.16,35.605,57.99999999999999,12.998000000000001,62,175,237,Morning
14501,14502,2012-09-01,fall,1,9,10,0,6,0,Mist,31.98,36.364999999999995,55.00000000000001,12.998000000000001,128,289,417,Morning
14502,14503,2012-09-01,fall,1,9,11,0,6,0,Mist,32.800000000000004,37.88,55.00000000000001,15.001299999999999,219,273,492,Morning
14503,14504,2012-09-01,fall,1,9,12,0,6,0,Mist,32.800000000000004,37.88,55.00000000000001,11.0014,187,284,471,Morning
14504,14505,2012-09-01,fall,1,9,13,0,6,0,Mist,33.62,38.635000000000005,52.0,6.0032,237,267,504,Afternoon
14505,14506,2012-09-01,fall,1,9,14,0,6,0,Mist,35.26,39.395,44.0,11.0014,240,274,514,Afternoon
14506,14507,2012-09-01,fall,1,9,15,0,6,0,Mist,35.26,39.395,44.0,19.0012,257,306,563,Afternoon
14507,14508,2012-09-01,fall,1,9,16,0,6,0,Mist,34.44,39.395,49.0,11.0014,209,253,462,Afternoon
14508,14509,2012-09-01,fall,1,9,17,0,6,0,Mist,33.62,38.635000000000005,52.0,0.0,205,258,463,Evening
14509,14510,2012-09-01,fall,1,9,18,0,6,0,Mist,33.62,38.635000000000005,52.0,0.0,184,258,442,Evening
14510,14511,2012-09-01,fall,1,9,19,0,6,0,Light Snow,31.98,37.12,62.0,0.0,157,235,392,Evening
14511,14512,2012-09-01,fall,1,9,20,0,6,0,Light Snow,31.16,36.364999999999995,67.0,16.997899999999998,67,140,207,Evening
14512,14513,2012-09-01,fall,1,9,21,0,6,0,Light Snow,26.240000000000002,28.79,89.0,0.0,21,83,104,Evening
14513,14514,2012-09-01,fall,1,9,22,0,6,0,Mist,27.060000000000002,29.544999999999998,89.0,0.0,21,57,78,Night
14514,14515,2012-09-01,fall,1,9,23,0,6,0,Clear,27.060000000000002,29.544999999999998,89.0,6.0032,57,88,145,Night
14515,14516,2012-09-02,fall,1,9,0,0,0,0,Mist,27.060000000000002,29.544999999999998,89.0,6.0032,27,72,99,Afternoon
14516,14517,2012-09-02,fall,1,9,1,0,0,0,Clear,27.060000000000002,29.544999999999998,89.0,0.0,15,58,73,Afternoon
14517,14518,2012-09-02,fall,1,9,2,0,0,0,Clear,27.060000000000002,29.544999999999998,89.0,0.0,28,56,84,Afternoon
14518,14519,2012-09-02,fall,1,9,3,0,0,0,Clear,27.060000000000002,29.544999999999998,89.0,6.0032,9,33,42,Afternoon
14519,14520,2012-09-02,fall,1,9,4,0,0,0,Clear,27.060000000000002,29.544999999999998,89.0,0.0,7,15,22,Afternoon
14520,14521,2012-09-02,fall,1,9,5,0,0,0,Clear,27.060000000000002,29.544999999999998,89.0,0.0,2,10,12,Morning
14521,14522,2012-09-02,fall,1,9,6,0,0,0,Mist,27.060000000000002,29.544999999999998,89.0,0.0,2,13,15,Morning
14522,14523,2012-09-02,fall,1,9,7,0,0,0,Clear,27.060000000000002,29.544999999999998,94.0,6.0032,13,29,42,Morning
14523,14524,2012-09-02,fall,1,9,8,0,0,0,Clear,27.880000000000003,31.819999999999997,89.0,6.0032,30,99,129,Morning
14524,14525,2012-09-02,fall,1,9,9,0,0,0,Mist,28.7,33.335,84.0,0.0,88,144,232,Morning
14525,14526,2012-09-02,fall,1,9,10,0,0,0,Mist,29.52,34.849999999999994,79.0,0.0,158,230,388,Morning
14526,14527,2012-09-02,fall,1,9,11,0,0,0,Mist,30.34,34.849999999999994,70.0,0.0,226,263,489,Morning
14527,14528,2012-09-02,fall,1,9,12,0,0,0,Light Snow,30.34,34.849999999999994,70.0,0.0,248,297,545,Morning
14528,14529,2012-09-02,fall,1,9,13,0,0,0,Light Snow,29.52,34.849999999999994,74.0,6.0032,263,230,493,Afternoon
14529,14530,2012-09-02,fall,1,9,14,0,0,0,Light Snow,29.52,34.849999999999994,79.0,6.0032,249,208,457,Afternoon
14530,14531,2012-09-02,fall,1,9,15,0,0,0,Light Snow,30.34,35.605,74.0,8.9981,179,176,355,Afternoon
14531,14532,2012-09-02,fall,1,9,16,0,0,0,Clear,30.34,34.849999999999994,70.0,0.0,222,252,474,Afternoon
14532,14533,2012-09-02,fall,1,9,17,0,0,0,Clear,31.16,36.364999999999995,66.0,6.0032,219,284,503,Evening
14533,14534,2012-09-02,fall,1,9,18,0,0,0,Clear,30.34,35.605,74.0,0.0,227,273,500,Evening
14534,14535,2012-09-02,fall,1,9,19,0,0,0,Mist,28.7,33.335,84.0,15.001299999999999,140,152,292,Evening
14535,14536,2012-09-02,fall,1,9,20,0,0,0,Mist,28.7,33.335,84.0,11.0014,63,41,104,Evening
14536,14537,2012-09-02,fall,1,9,21,0,0,0,Clear,28.7,32.574999999999996,70.0,11.0014,79,92,171,Evening
14537,14538,2012-09-02,fall,1,9,22,0,0,0,Light Snow,27.880000000000003,31.819999999999997,83.0,8.9981,66,100,166,Night
